43.8,-8.1,0
43.8,-8,0
43.8,-7.9,0
43.8,-7.8,0
43.8,-7.7,0
43.8,-7.6,0
43.8,-7.5,0
43.8,-7.4,0
43.7,-8.3,0
43.7,-8.2,0
43.7,-8.1,0
43.7,-8,0
43.7,-7.9,0
43.7,-7.8,0
43.7,-7.7,0
43.7,-7.6,0
43.7,-7.5,0
43.7,-7.4,0
43.7,-7.3,0
43.7,-7.2,0
43.7,-6,0
43.7,-5.9,0
43.7,-5.8,0
43.7,-5.7,0
43.6,-8.4,0
43.6,-8.3,0
43.6,-8.2,0
43.6,-8.1,0
43.6,-8,0
43.6,-7.9,0
43.6,-7.8,0
43.6,-7.7,0
43.6,-7.6,0
43.6,-7.5,0
43.6,-7.4,0
43.6,-7.3,0
43.6,-7.2,0
43.6,-7.1,0
43.6,-7,0
43.6,-6.9,0
43.6,-6.8,0
43.6,-6.7,0
43.6,-6.6,0
43.6,-6.5,0
43.6,-6.4,0
43.6,-6.3,0
43.6,-6.2,0
43.6,-6.1,0
43.6,-6,0
43.6,-5.9,0
43.6,-5.8,0
43.6,-5.7,0
43.6,-5.6,0
43.6,-5.5,0
43.6,-5.4,0
43.6,-5.3,0
43.6,-5.2,0
43.6,-3.7,0
43.6,-3.6,0
43.6,-3.5,0
43.5,-8.4,0
43.5,-8.3,0
43.5,-8.2,0
43.5,-8.1,0
43.5,-8,0
43.5,-7.9,0
43.5,-7.8,0
43.5,-7.7,0
43.5,-7.6,0
43.5,-7.5,0
43.5,-7.4,0
43.5,-7.3,0
43.5,-7.2,0
43.5,-7.1,0
43.5,-7,0
43.5,-6.9,0
43.5,-6.8,0
43.5,-6.7,0
43.5,-6.6,0
43.5,-6.5,0
43.5,-6.4,0
43.5,-6.3,0
43.5,-6.2,0
43.5,-6.1,0
43.5,-6,0
43.5,-5.9,0
43.5,-5.8,0
43.5,-5.7,0
43.5,-5.6,0
43.5,-5.5,0
43.5,-5.4,0
43.5,-5.3,0
43.5,-5.2,0
43.5,-5.1,0
43.5,-5,0
43.5,-4.9,0
43.5,-4.8,0
